UF,REGIAO,Município,Total Leitos,População,Razão Leitos/Mil,Leitos Ideais,Déficit Leitos,Percentual Cobertura,Nível Alerta,Cor Alerta
SP,ARACATUBA,Três Fronteiras,0,7060,0.0,7.06,7.06,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Catiguá,0,7101,0.0,7.101,7.101,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Ipiguá,0,7115,0.0,7.115,7.115,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Irapuru,0,7120,0.0,7.12,7.12,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Natividade da Serra,0,7155,0.0,7.155,7.155,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Lindóia,0,7158,0.0,7.158,7.158,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Quintana,0,7260,0.0,7.26,7.26,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Santo Antônio do Pinhal,0,7314,0.0,7.314,7.314,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,São Pedro do Turvo,0,7333,0.0,7.333,7.333,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Lavrinhas,0,7348,0.0,7.348,7.348,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Pardinho,0,7435,0.0,7.435,7.435,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Águas de Santa Bárbara,0,7460,0.0,7.46,7.46,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Águas da Prata,0,7463,0.0,7.463,7.463,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Guatapará,0,7474,0.0,7.474,7.474,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Nuporanga,0,7570,0.0,7.57,7.57,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Ribeirão Grande,0,7571,0.0,7.571,7.571,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Ariranha,0,7621,0.0,7.621,7.621,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,São José da Bela Vista,0,7664,0.0,7.664,7.664,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Reginópolis,0,7820,0.0,7.82,7.82,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Euclides da Cunha Paulista,0,7883,0.0,7.883,7.883,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ouro Verde,0,7900,0.0,7.9,7.9,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Icém,0,7982,0.0,7.982,7.982,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Tapiraí,0,8122,0.0,8.122,8.122,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Itobi,0,8227,0.0,8.227,8.227,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Paulicéia,0,8255,0.0,8.255,8.255,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Iaras,0,8313,0.0,8.313,8.313,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Vista Alegre do Alto,0,8368,0.0,8.368,8.368,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Saltinho,0,8407,0.0,8.407,8.407,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santo Antônio do Aracanguá,0,8593,0.0,8.593,8.593,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Nova Campina,0,8630,0.0,8.63,8.63,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Monte Alegre do Sul,0,8923,0.0,8.923,8.923,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Dobrada,0,8986,0.0,8.986,8.986,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Pereiras,0,9013,0.0,9.013,9.013,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Cosmorama,0,9019,0.0,9.019,9.019,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Rincão,0,9101,0.0,9.101,9.101,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Rafard,0,9145,0.0,9.145,9.145,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Cristais Paulista,0,9600,0.0,9.6,9.6,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Palmares Paulista,0,9666,0.0,9.666,9.666,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Dumont,0,9764,0.0,9.764,9.764,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Bálsamo,0,9902,0.0,9.902,9.902,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Lavínia,0,9940,0.0,9.94,9.94,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Manduri,0,10122,0.0,10.122,10.122,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Areiópolis,0,10242,0.0,10.242,10.242,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Vera Cruz,0,10274,0.0,10.274,10.274,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Guaraci,0,10554,0.0,10.554,10.554,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Sarapuí,0,10677,0.0,10.677,10.677,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Bofete,0,10710,0.0,10.71,10.71,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Porangaba,0,10850,0.0,10.85,10.85,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Vargem,0,10863,0.0,10.863,10.863,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Avanhandava,0,11436,0.0,11.436,11.436,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Guaiçara,0,11478,0.0,11.478,11.478,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Estiva Gerbi,0,11609,0.0,11.609,11.609,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Palestina,0,11704,0.0,11.704,11.704,0.0,VERMELHO (CAOS),VERMELHO
SP,Litoral,Cananéia,0,12491,0.0,12.491,12.491,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Piquete,0,12516,0.0,12.516,12.516,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Luís Antônio,0,12564,0.0,12.564,12.564,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Sete Barras,0,12903,0.0,12.903,12.903,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Serra Azul,0,13108,0.0,13.108,13.108,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Quatá,0,13412,0.0,13.412,13.412,0.0,VERMELHO (CAOS),VERMELHO
SP,Litoral,Ilha Comprida,0,14104,0.0,14.104,14.104,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Santa Branca,0,14219,0.0,14.219,14.219,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Valentim Gentil,0,14634,0.0,14.634,14.634,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Severínia,0,14693,0.0,14.693,14.693,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Pindorama,0,14704,0.0,14.704,14.704,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Panorama,0,15227,0.0,15.227,15.227,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pacaembu,0,15273,0.0,15.273,15.273,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Guareí,0,15285,0.0,15.285,15.285,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Tarumã,0,15315,0.0,15.315,15.315,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Pinhalzinho,0,15676,0.0,15.676,15.676,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Holambra,0,15718,0.0,15.718,15.718,0.0,VERMELHO (CAOS),VERMELHO
SP,Litoral,Itariri,0,15916,0.0,15.916,15.916,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Jacupiranga,0,16216,0.0,16.216,16.216,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,São Lourenço da Serra,0,16479,0.0,16.479,16.479,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Juquiá,0,17184,0.0,17.184,17.184,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Pradópolis,0,17299,0.0,17.299,17.299,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Alumínio,0,17607,0.0,17.607,17.607,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Paraibuna,0,17959,0.0,17.959,17.959,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Miracatu,0,18610,0.0,18.61,18.61,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,Pirapora do Bom Jesus,0,18925,0.0,18.925,18.925,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Engenheiro Coelho,0,20261,0.0,20.261,20.261,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Buri,0,20731,0.0,20.731,20.731,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Potim,0,20801,0.0,20.801,20.801,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Araçariguama,0,22314,0.0,22.314,22.314,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Guapiaçu,0,22445,0.0,22.445,22.445,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Santa Gertrudes,0,23192,0.0,23.192,23.192,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Igaraçu do Tietê,0,23421,0.0,23.421,23.421,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Santo Antônio de Posse,0,23867,0.0,23.867,23.867,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Cordeirópolis,0,25286,0.0,25.286,25.286,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pirapozinho,0,26097,0.0,26.097,26.097,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Brodowski,0,26314,0.0,26.314,26.314,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,Juquitiba,0,27969,0.0,27.969,27.969,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Cajati,0,29262,0.0,29.262,29.262,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Bady Bassitt,0,29346,0.0,29.346,29.346,0.0,VERMELHO (CAOS),VERMELHO
SP,Litoral,Iguape,0,29891,0.0,29.891,29.891,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,Rio Grande da Serra,0,45324,0.0,45.324,45.324,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Jardinópolis,0,47125,0.0,47.125,47.125,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Mairinque,0,51888,0.0,51.888,51.888,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,Poá,0,106355,0.0,106.355,106.355,0.0,VERMELHO (CAOS),VERMELHO
SP,METROPOLITANA,Jandira,0,121550,0.0,121.55,121.55,0.0,VERMELHO (CAOS),VERMELHO
