UF,REGIAO,Município,Total Leitos,População,Razão Leitos/Mil,Leitos Ideais,Déficit Leitos,Percentual Cobertura,Nível Alerta,Cor Alerta
SP,ARACATUBA,Palmeira d'Oeste,192,8971,46.723958333333336,8.971,-183.029,4.1092408873035335,VERDE (NORMAL),VERDE
SP,ARACATUBA,Neves Paulista,186,9953,53.51075268817204,9.953,-176.047,3.4759369034461973,VERDE (NORMAL),VERDE
SP,BAURU,Álvares Machado,204,28386,139.14705882352942,28.386,-175.614,1.4660748256182625,VERDE (NORMAL),VERDE
SP,SOROCABA,Fartura,192,17029,88.69270833333333,17.029,-174.971,2.1647777321040578,VERDE (NORMAL),VERDE
SP,VALE DO PARAIBA,Bananal,180,10097,56.09444444444444,10.097,-169.903,3.20887392294741,VERDE (NORMAL),VERDE
SP,SOROCABA,Conchas,174,15345,88.1896551724138,15.345,-158.655,1.9730205278592374,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Nova Europa,168,9459,56.30357142857143,9.459,-158.541,2.983824928639391,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Boa Esperança do Sul,170,13113,77.13529411764706,13.113,-156.887,2.2039197742698082,VERDE (NORMAL),VERDE
SP,VALE DO PARAIBA,Roseira,168,11137,66.29166666666667,11.137,-156.863,2.534255185417976,VERDE (NORMAL),VERDE
SP,ARACATUBA,Aparecida d'Oeste,150,4112,27.413333333333334,4.112,-145.888,5.471789883268483,VERDE (NORMAL),VERDE
SP,ARACATUBA,Macaubal,150,7581,50.54,7.581,-142.419,2.96794618124258,VERDE (NORMAL),VERDE
SP,SOROCABA,Iperó,180,38277,212.65,38.277,-141.723,0.8464613214201739,VERDE (NORMAL),VERDE
SP,ARACATUBA,Populina,144,4182,29.041666666666668,4.182,-139.818,4.958393113342898,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Dourado,144,8169,56.729166666666664,8.169,-135.831,2.538376790304811,VERDE (NORMAL),VERDE
SP,METROPOLITANA,Embu-Guaçu,204,68913,337.80882352941177,68.913,-135.087,0.6038918636541727,VERDE (NORMAL),VERDE
SP,RIBEIRAO PRETO,Cravinhos,168,34307,204.20833333333334,34.307,-133.69299999999998,0.8226892470924301,VERDE (NORMAL),VERDE
SP,CAMPINAS,Bom Jesus dos Perdões,156,22579,144.73717948717947,22.579,-133.421,1.0778156694273442,VERDE (NORMAL),VERDE
SP,CAMPINAS,Joanópolis,144,13131,91.1875,13.131,-130.869,1.579163810829335,VERDE (NORMAL),VERDE
SP,CAMPINAS,Morungaba,144,14147,98.24305555555556,14.147,-129.853,1.46575245635117,VERDE (NORMAL),VERDE
SP,SOROCABA,Guapiara,144,17225,119.61805555555556,17.225,-126.775,1.203831640058055,VERDE (NORMAL),VERDE
SP,METROPOLITANA,Biritiba Mirim,156,30564,195.92307692307693,30.564,-125.436,0.7962308598351001,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Mineiros do Tietê,132,11322,85.77272727272727,11.322,-120.678,1.5389507154213038,VERDE (NORMAL),VERDE
SP,METROPOLITANA,Salesópolis,132,15381,116.52272727272727,15.381,-116.619,1.1328262141603278,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Itirapina,132,16454,124.65151515151516,16.454,-115.54599999999999,1.0589522304606782,VERDE (NORMAL),VERDE
SP,SOROCABA,Itatinga,126,19462,154.46031746031747,19.462,-106.538,0.8157435001541465,VERDE (NORMAL),VERDE
SP,RIBEIRAO PRETO,Santo Antônio da Alegria,108,6933,64.19444444444444,6.933,-101.06700000000001,1.6823885763738642,VERDE (NORMAL),VERDE
SP,CAMPINAS,Artur Nogueira,144,53467,371.2986111111111,53.467,-90.533,0.3878280060598126,VERDE (NORMAL),VERDE
SP,VALE DO PARAIBA,Igaratá,96,10984,114.41666666666667,10.984,-85.016,0.8390386016023307,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Santa Maria da Serra,72,5308,73.72222222222223,5.308,-66.69200000000001,0.9766390354182365,VERDE (NORMAL),VERDE
SP,SOROCABA,Arandu,72,7076,98.27777777777777,7.076,-64.924,0.7326172979084229,VERDE (NORMAL),VERDE
SP,CAMPINAS,Elias Fausto,72,18168,252.33333333333334,18.168,-53.832,0.285336856010568,VERDE (NORMAL),VERDE
SP,SOROCABA,Taquarivaí,60,7170,119.5,7.17,-52.83,0.502092050209205,VERDE (NORMAL),VERDE
SP,RIBEIRAO PRETO,Barrinha,84,33304,396.4761904761905,33.304,-50.696,0.21186644246937306,VERDE (NORMAL),VERDE
SP,SOROCABA,Capela do Alto,65,23777,365.8,23.777,-41.223,0.17769272826681246,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Santa Lúcia,48,7144,148.83333333333334,7.144,-40.856,0.322508398656215,VERDE (NORMAL),VERDE
SP,Litoral,Pedro de Toledo,36,11617,322.69444444444446,11.617,-24.383,0.11156064388396315,VERDE (NORMAL),VERDE
SP,SOROCABA,Coronel Macedo,24,4271,177.95833333333334,4.271,-19.729,0.13486302973542494,VERDE (NORMAL),VERDE
SP,ARARAQUARA,Corumbataí,24,4296,179.0,4.296,-19.704,0.1340782122905028,VERDE (NORMAL),VERDE
SP,VALE DO PARAIBA,Tremembé,72,53426,742.0277777777778,53.426,-18.573999999999998,0.09703140792872383,VERDE (NORMAL),VERDE
SP,VALE DO PARAIBA,Silveiras,24,6329,263.7083333333333,6.329,-17.671,0.09100963817348713,VERDE (NORMAL),VERDE
SP,CAMPINAS,Iracemápolis,36,22500,625.0,22.5,-13.5,0.0576,VERDE (NORMAL),VERDE
SP,ARACATUBA,Uchoa,16,10670,666.875,10.67,-5.33,0.023992502343017807,VERDE (NORMAL),VERDE
SP,BAURU,Borá,0,932,0.0,0.932,0.932,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Castilho,0,1072,0.0,1.072,1.072,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Uru,0,1424,0.0,1.424,1.424,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Flora Rica,0,1483,0.0,1.483,1.483,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,União Paulista,0,1628,0.0,1.628,1.628,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Dirce Reis,0,1639,0.0,1.639,1.639,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Turmalina,0,1662,0.0,1.662,1.662,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santa Salete,0,1692,0.0,1.692,1.692,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Fernão,0,1692,0.0,1.692,1.692,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santana da Ponte Pensa,0,1699,0.0,1.699,1.699,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Trabiju,0,1724,0.0,1.724,1.724,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Vitória Brasil,0,1828,0.0,1.828,1.828,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Turiúba,0,1835,0.0,1.835,1.835,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Marinópolis,0,1862,0.0,1.862,1.862,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Aspásia,0,1875,0.0,1.875,1.875,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,São João de Iracema,0,1882,0.0,1.882,1.882,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Monções,0,1947,0.0,1.947,1.947,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Lourdes,0,1962,0.0,1.962,1.962,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Mesópolis,0,1990,0.0,1.99,1.99,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Guarani d'Oeste,0,1999,0.0,1.999,1.999,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ribeirão dos Índios,0,2040,0.0,2.04,2.04,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Canaã Paulista,0,2055,0.0,2.055,2.055,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Torre de Pedra,0,2056,0.0,2.056,2.056,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Arco-Íris,0,2089,0.0,2.089,2.089,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Cruzália,0,2123,0.0,2.123,2.123,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Paulistânia,0,2156,0.0,2.156,2.156,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Santa Cruz da Esperança,0,2168,0.0,2.168,2.168,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Guataporanga,0,2188,0.0,2.188,2.188,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Dolcinópolis,0,2254,0.0,2.254,2.254,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,São João do Pau d'Alho,0,2293,0.0,2.293,2.293,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Embaúba,0,2349,0.0,2.349,2.349,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Arapeí,0,2355,0.0,2.355,2.355,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Pontes Gestal,0,2411,0.0,2.411,2.411,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Lucianópolis,0,2423,0.0,2.423,2.423,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Timburi,0,2484,0.0,2.484,2.484,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Oscar Bressane,0,2502,0.0,2.502,2.502,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Sagres,0,2522,0.0,2.522,2.522,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Óleo,0,2535,0.0,2.535,2.535,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pracinha,0,2589,0.0,2.589,2.589,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Brejo Alegre,0,2605,0.0,2.605,2.605,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,São Francisco,0,2623,0.0,2.623,2.623,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,São João das Duas Pontes,0,2623,0.0,2.623,2.623,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Bento de Abreu,0,2640,0.0,2.64,2.64,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Taquaral,0,2649,0.0,2.649,2.649,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santa Clara d'Oeste,0,2694,0.0,2.694,2.694,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Lutécia,0,2697,0.0,2.697,2.697,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Nantes,0,2697,0.0,2.697,2.697,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Rubiácea,0,2740,0.0,2.74,2.74,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Floreal,0,2747,0.0,2.747,2.747,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Estrela do Norte,0,2751,0.0,2.751,2.751,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Zacarias,0,2773,0.0,2.773,2.773,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santa Rita d'Oeste,0,2796,0.0,2.796,2.796,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Borebi,0,2801,0.0,2.801,2.801,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Gabriel Monteiro,0,2813,0.0,2.813,2.813,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Luzitânia,0,2817,0.0,2.817,2.817,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pedrinhas Paulista,0,2833,0.0,2.833,2.833,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Pedranópolis,0,2856,0.0,2.856,2.856,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Cássia dos Coqueiros,0,2861,0.0,2.861,2.861,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Alvinlândia,0,2919,0.0,2.919,2.919,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Águas de São Pedro,0,2928,0.0,2.928,2.928,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Cândido Rodrigues,0,2959,0.0,2.959,2.959,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santa Mercedes,0,3017,0.0,3.017,3.017,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Parisi,0,3030,0.0,3.03,3.03,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Platina,0,3055,0.0,3.055,3.055,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Emilianópolis,0,3061,0.0,3.061,3.061,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Santo Expedito,0,3069,0.0,3.069,3.069,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Jumirim,0,3132,0.0,3.132,3.132,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Ribeira,0,3158,0.0,3.158,3.158,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Elisiário,0,3190,0.0,3.19,3.19,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Sebastianópolis do Sul,0,3191,0.0,3.191,3.191,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Gastão Vidigal,0,3203,0.0,3.203,3.203,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Mira Estrela,0,3209,0.0,3.209,3.209,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Magda,0,3211,0.0,3.211,3.211,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Piquerobi,0,3287,0.0,3.287,3.287,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Queiroz,0,3366,0.0,3.366,3.366,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Marapoama,0,3415,0.0,3.415,3.415,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pongaí,0,3440,0.0,3.44,3.44,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Suzanápolis,0,3465,0.0,3.465,3.465,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Altair,0,3467,0.0,3.467,3.467,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Quadra,0,3477,0.0,3.477,3.477,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Itaoca,0,3497,0.0,3.497,3.497,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Mariápolis,0,3526,0.0,3.526,3.526,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Bom Sucesso de Itararé,0,3609,0.0,3.609,3.609,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Areias,0,3617,0.0,3.617,3.617,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Barão de Antonina,0,3632,0.0,3.632,3.632,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Inúbia Paulista,0,3671,0.0,3.671,3.671,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Sandovalina,0,3697,0.0,3.697,3.697,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Itaju,0,3715,0.0,3.715,3.715,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Caiabu,0,3726,0.0,3.726,3.726,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Murutinga do Sul,0,3748,0.0,3.748,3.748,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Sarutaiá,0,3772,0.0,3.772,3.772,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Mombuca,0,3830,0.0,3.83,3.83,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Presidente Alves,0,3830,0.0,3.83,3.83,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,São José do Barreiro,0,3888,0.0,3.888,3.888,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Santópolis do Aguapeí,0,3921,0.0,3.921,3.921,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Balbinos,0,3969,0.0,3.969,3.969,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Álvares Florence,0,3979,0.0,3.979,3.979,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Rubinéia,0,3998,0.0,3.998,3.998,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Jeriquara,0,4000,0.0,4.0,4.0,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Itapura,0,4002,0.0,4.002,4.002,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Lupércio,0,4004,0.0,4.004,4.004,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Florínea,0,4022,0.0,4.022,4.022,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Macedônia,0,4058,0.0,4.058,4.058,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Motuca,0,4071,0.0,4.071,4.071,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Iporanga,0,4083,0.0,4.083,4.083,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Paranapuã,0,4118,0.0,4.118,4.118,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Anhumas,0,4118,0.0,4.118,4.118,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Tejupá,0,4119,0.0,4.119,4.119,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Glicério,0,4158,0.0,4.158,4.158,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Rifaina,0,4179,0.0,4.179,4.179,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Pontalinda,0,4198,0.0,4.198,4.198,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Monteiro Lobato,0,4205,0.0,4.205,4.205,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Espírito Santo do Turvo,0,4214,0.0,4.214,4.214,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Guzolândia,0,4259,0.0,4.259,4.259,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Júlio Mesquita,0,4302,0.0,4.302,4.302,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Monte Castelo,0,4306,0.0,4.306,4.306,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Cabrália Paulista,0,4360,0.0,4.36,4.36,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Santa Cruz da Conceição,0,4375,0.0,4.375,4.375,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ocauçu,0,4418,0.0,4.418,4.418,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Itapirapuã Paulista,0,4420,0.0,4.42,4.42,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Planalto,0,4451,0.0,4.451,4.451,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Buritizal,0,4458,0.0,4.458,4.458,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Novais,0,4463,0.0,4.463,4.463,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,João Ramalho,0,4464,0.0,4.464,4.464,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Avaí,0,4503,0.0,4.503,4.503,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Adolfo,0,4505,0.0,4.505,4.505,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Alfredo Marcondes,0,4574,0.0,4.574,4.574,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Marabá Paulista,0,4619,0.0,4.619,4.619,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Redenção da Serra,0,4637,0.0,4.637,4.637,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Analândia,0,4694,0.0,4.694,4.694,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Ribeirão Corrente,0,4717,0.0,4.717,4.717,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Meridiano,0,4721,0.0,4.721,4.721,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Luiziânia,0,4740,0.0,4.74,4.74,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ribeirão do Sul,0,4776,0.0,4.776,4.776,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Mirassolândia,0,4783,0.0,4.783,4.783,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Gavião Peixoto,0,4806,0.0,4.806,4.806,0.0,VERMELHO (CAOS),VERMELHO
SP,Litoral,Boracéia,0,4838,0.0,4.838,4.838,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Independência,0,4847,0.0,4.847,4.847,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nipoã,0,4876,0.0,4.876,4.876,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Salmourão,0,4883,0.0,4.883,4.883,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Álvaro de Carvalho,0,4901,0.0,4.901,4.901,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Onda Verde,0,4942,0.0,4.942,4.942,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Campos Novos Paulista,0,5003,0.0,5.003,5.003,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Canas,0,5068,0.0,5.068,5.068,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Eldorado,8,13109,1638.625,13.109,5.109,0.004882142039819971,LARANJA (CRITICO),LARANJA
SP,BAURU,Sabino,0,5182,0.0,5.182,5.182,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Lagoinha,0,5183,0.0,5.183,5.183,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Indiana,0,5200,0.0,5.2,5.2,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Barra do Chapéu,0,5254,0.0,5.254,5.254,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Pratânia,0,5264,0.0,5.264,5.264,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ubirajara,0,5289,0.0,5.289,5.289,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Ubarana,0,5458,0.0,5.458,5.458,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Braúna,0,5477,0.0,5.477,5.477,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Coroados,0,5504,0.0,5.504,5.504,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Aramina,0,5535,0.0,5.535,5.535,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Caiuá,0,5599,0.0,5.599,5.599,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Guaimbê,0,5609,0.0,5.609,5.609,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Barbosa,0,5627,0.0,5.627,5.627,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Riversul,0,5628,0.0,5.628,5.628,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Piacatu,0,5631,0.0,5.631,5.631,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Poloni,0,5702,0.0,5.702,5.702,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Taiaçu,0,5744,0.0,5.744,5.744,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Anhembi,0,5766,0.0,5.766,5.766,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Itirapuã,0,5857,0.0,5.857,5.857,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Narandiba,0,5956,0.0,5.956,5.956,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Américo de Campos,0,5981,0.0,5.981,5.981,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Fernando Prestes,0,6080,0.0,6.08,6.08,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Campina do Monte Alegre,0,6090,0.0,6.09,6.09,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Orindiúva,0,6157,0.0,6.157,6.157,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Oriente,0,6180,0.0,6.18,6.18,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Iacri,0,6197,0.0,6.197,6.197,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Paraíso,0,6218,0.0,6.218,6.218,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Santo Antônio do Jardim,0,6243,0.0,6.243,6.243,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Santa Ernestina,0,6274,0.0,6.274,6.274,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Echaporã,0,6291,0.0,6.291,6.291,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Alambari,0,6373,0.0,6.373,6.373,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Taciba,0,6418,0.0,6.418,6.418,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Mendonça,0,6420,0.0,6.42,6.42,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Ibirarema,0,6450,0.0,6.45,6.45,0.0,VERMELHO (CAOS),VERMELHO
SP,RIBEIRAO PRETO,Restinga,0,6486,0.0,6.486,6.486,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Guarantã,0,6532,0.0,6.532,6.532,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Santa Albertina,0,6566,0.0,6.566,6.566,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Canitar,0,6589,0.0,6.589,6.589,0.0,VERMELHO (CAOS),VERMELHO
SP,VALE DO PARAIBA,Jambeiro,0,6611,0.0,6.611,6.611,0.0,VERMELHO (CAOS),VERMELHO
SP,BAURU,Tarabai,0,6633,0.0,6.633,6.633,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Sales,0,6645,0.0,6.645,6.645,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Pedra Bela,0,6745,0.0,6.745,6.745,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Taiúva,0,6770,0.0,6.77,6.77,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Nova Aliança,0,6885,0.0,6.885,6.885,0.0,VERMELHO (CAOS),VERMELHO
SP,SOROCABA,Barra do Turvo,0,6894,0.0,6.894,6.894,0.0,VERMELHO (CAOS),VERMELHO
SP,ARACATUBA,Irapuã,0,6932,0.0,6.932,6.932,0.0,VERMELHO (CAOS),VERMELHO
SP,CAMPINAS,Tuiuti,0,6976,0.0,6.976,6.976,0.0,VERMELHO (CAOS),VERMELHO
SP,ARARAQUARA,Ipeúna,0,7027,0.0,7.027,7.027,0.0,VERMELHO (CAOS),VERMELHO
